Column1,Column2,Column3,Column4,Column5,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico005.jpg,聖尼古拉的故事 Story of St Nicholas,安基利柯 Fra Angelico,1437,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico006.jpg,聖尼古拉的故事 Story of St Nicholas,安基利柯 Fra Angelico,1437,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico007.jpg,埋葬基督 The Entombment of Christc,安基利柯 Fra Angelico,1450,蛋彩．楊木 tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico008.jpg,聖母子與兩個天使 Madonna and Child with Two Angels,安基利柯 Fra Angelico,1420,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico009.jpg,聖母加冕 Coronation of the Virgin,安基利柯 Fra Angelico,1435,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico010.jpg,聖告圖 The Annunciation,安基利柯 Fra Angelico,1430 - 32,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico011.jpg,謙卑的聖母 The Madonna of Humility,安基利柯 Fra Angelico,1440,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico012.jpg,聖母子和聖人們 The Virgin and Child with SS Dominic and Thomas Aquinas,安基利柯 Fra Angelico,1424 - 30,壁畫 Fresco,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico013.jpg,謙卑的聖母 The Madonna of Humility,安基利柯 Fra Angelico,1433 - 35,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico014.jpg,謙卑的聖母 The Madonna of Humility,安基利柯 Fra Angelico,1430,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico015.jpg,多明尼加祝福 Dominican Beati,安基利柯 Fra Angelico,1419 - 35,蛋彩．白楊木 Egg tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico016.jpg,多明尼加祝福 Dominican Beati,安基利柯 Fra Angelico,1419 - 35,蛋彩．白楊木 Egg tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico017.jpg,基督帶著聖者及烈士們作為先驅 The Forerunners of Christ with Saints and Martyrs,安基利柯 Fra Angelico,1419 - 35,蛋彩．白楊木 Egg tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico018.jpg,聖母帶著使徒及其餘之聖者 The Virgin Mary with the Apostles and Other Saints,安基利柯 Fra Angelico,1419 - 35,蛋彩．白楊木 Egg tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico019.jpg,聖方濟和一位主教.聖施洗約翰和聖道明 Saint Francis and a Bishop Saint. Saint John the Baptist and Saint Dominic,安基利柯 Fra Angelico,1430 - 33,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/53_01542545478.jpg,修道者的生活場景 Scenes from the Lives of the Desert Fathers ( Thebaid ),安基利柯 Fra Angelico,1420,蛋彩．楊木 tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico021.jpg,十字架受難 The Crucifixio,安基利柯 Fra Angelico,1440,蛋彩．畫布 Tempera on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico022.jpg,主教聖者 A Bishop Saint,安基利柯 Fra Angelico,1425,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico023.jpg,聖母、聖嬰與兩位天使 Madonna and Child with Two Angels,安基利柯 Fra Angelico,1420,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico024.jpg,受難 The Crucifixion,安基利柯 Fra Angelico,1420 - 23,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico025.jpg,三王朝拜 The Adoration of the Magi,安基利柯 Fra Angelico,1445,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico026.jpg,基督的榮耀 Christ Glorified in the Court of Heaven,安基利柯 Fra Angelico,1423 - 24,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico027.jpg,被聖葛斯默和聖丹米安治癒的帕拉底安 The Healing of Palladia by Saint Cosmas and Saint Damian,安基利柯 Fra Angelico,1438 - 43,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico028.jpg,卸下聖體 The Deposition from the Cross,安基利柯 Fra Angelico,1433 - 34,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico029.jpg,最後的審判 The Last Judgement,安基利柯 Fra Angelico,1450,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico030.jpg,聖道明和聖方濟 The Meeting of St. Dominic and St. Francis of Assisi,安基利柯 Fra Angelico,1435,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico031.jpg,報佳音 Verkundigung an Maria,安基利柯 Fra Angelico,1430 - 32,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Angelico032.jpg,多明尼加的願景 The Vision of the Dominican Habit,安基利柯 Fra Angelico,1430 - 40,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla001.jpg,數字愛好者 Numeri innamorati,巴拉 Giacomo Balla,1924,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla002.jpg,光的研究 Studio della luce,巴拉 Giacomo Balla,1912 - 13,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla003.jpg,雨燕的細節： 運動路徑 + 動態序列 Detail of Swifts： Paths of Movement + Dynamic Sequences,巴拉 Giacomo Balla,1913,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla004.jpg,街燈 Street Light,巴拉 Giacomo Balla,Nov-10,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla005.jpg,線的速度 Line of speed,巴拉 Giacomo Balla,1913,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla006.jpg,轉換精神形式 Trasformazione forme spiriti,巴拉 Giacomo Balla,1918,水粉．紙 Gouache on paper,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/72_01549503200.jpg,琺瑯景觀的磁力線 Lines of Force of an Enamelled Landscape,巴拉 Giacomo Balla,1917 - 18,油墨．琺瑯．紙 Oil and enamel on paper,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla008.jpg,噪音的形式 Forme Rumore,巴拉 Giacomo Balla,1928,水粉．紙 Gouache on paper,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla009.jpg,花盆裡的白色大麗花 Dalie bianche nel vaso,巴拉 Giacomo Balla,1930,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla010.jpg,抽象速度 Velocit? astratta,巴拉 Giacomo Balla,1913,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla011.jpg,抽象速度 - 通過的汽車 Abstract Speed - The Car Has Passed,巴拉 Giacomo Balla,1913,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/77_01549503304.jpg,環形飛機 Circular Planes,巴拉 Giacomo Balla,1924,油彩．畫布 Oil on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla013.jpg,塑料值 Valori plastici,巴拉 Giacomo Balla,1929,蛋彩．畫布 Tempera on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/79_01549503529.jpg,愛國運動 Patriotic Demonstration,巴拉 Giacomo Balla,1915,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla015.jpg,望遠鏡前水星穿過太陽 Il pianeta Mercurio passa davanti al sole nel telescopio,巴拉 Giacomo Balla,1914,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla016.jpg,未來派的天才 Genio Futurista,巴拉 Giacomo Balla,1925,布面油畫掛毯 olio su tela d’arazzo,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla017.jpg,風景 + 飛行的燕子 Landscape + swallows in flight,巴拉 Giacomo Balla,1929,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla018.jpg,抽象的速度 + 聲音 Abstract Speed + Sound,巴拉 Giacomo Balla,1913,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla019.jpg,汽車的速度 Velocity Of An Automobile,巴拉 Giacomo Balla,1913,油墨．墨水．紙．木板 Oil and ink on paper laid on board,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla020.jpg,拴著皮帶的狗的動力 Dynamism of a Dog on a Leash,巴拉 Giacomo Balla,1912,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla021.jpg,運動軌跡 + 動態序列 Paths of Movement + Dynamic Sequences,巴拉 Giacomo Balla,1913,蛋彩．紙 tempera on paper,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla022.jpg,彈簧 Spring,巴拉 Giacomo Balla,1916,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla023.jpg,悲觀樂觀情緒的擴大 Espansionauree di pessimismo ottimismo,巴拉 Giacomo Balla,1923,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla024.jpg,空間力量 Forze spaziali,巴拉 Giacomo Balla,1918 - 20,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla025.jpg,滲透的彩虹 - 尤加利樹 Compenetrazione iridescente - Eucalyptus,巴拉 Giacomo Balla,1914,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla026.jpg,巧克力的回憶 Cioccolato reclam per il Bal-Tic-Tac,巴拉 Giacomo Balla,1921,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Balla027.jpg,穿透線 Linea di Compenetrazione,巴拉 Giacomo Balla,1916,紙板．拼貼．水彩 collage et gouache sur carton,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini001.jpg,聖母子、聖彼得、聖馬克與信徒 Virgin with Child with Saint Peter. Saint Mark and a Donor,貝里尼 Giovanni Bellini,1505,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini002.jpg,諸神之宴 The Feast of the Gods,貝里尼 Giovanni Bellini,1514,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini003.jpg,天使扶持著死亡的基督 The Dead Christ supported by Angels,貝里尼 Giovanni Bellini,1465 - 70,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini004.jpg,雷翁那多‧羅雷丹總督 The Doge Leonardo Loredan,貝里尼 Giovanni Bellini,1501 - 04,油彩．楊木 Oil on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini005.jpg,草原上的聖母 Madonna of the Meadow,貝里尼 Giovanni Bellini,1500,油彩、畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini006.jpg,神聖的寓言 Sacred Allegory,貝里尼 Giovanni Bellini,1490 - 1504,油彩、木板 Oil on Wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini007.jpg,狂喜中的聖法蘭西斯 St. Francis in the Desert,貝里尼 Giovanni Bellini,1480,油彩、畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini008.jpg,聖道明 Saint Dominic,貝里尼 Giovanni Bellini,1515,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini009.jpg,年輕婦人梳妝 Young Woman at Her Toilette,貝里尼 Giovanni Bellini,1515,油彩、木板 Oil on Wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini010.jpg,戶外讀書的聖傑羅姆 Saint Jerome reading in a Landscape,貝里尼 Giovanni Bellini,1480 - 85,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini011.jpg,在花園裡苦惱 The Agony in the Garden,貝里尼 Giovanni Bellini,1465,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini012.jpg,刺殺聖彼得殉難者 The Assassination of Saint Peter Martyr,貝里尼 Giovanni Bellini,1507,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini013.jpg,基督之血 The Blood of the Redeemer,貝里尼 Giovanni Bellini,1460 - 65,蛋彩．白楊木 Egg tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini014.jpg,墓中基督 Dead Christ in the sepulchre,貝里尼 Giovanni Bellini,1460,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini015.jpg,聖母子 The Virgin and Child,貝里尼 Giovanni Bellini,1480 - 90,油彩．白楊木 Oil on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini016.jpg,聖母子 The Virgin and Child,貝里尼 Giovanni Bellini,1480 - 1500,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini017.jpg,年輕男子畫像 Portrait of a Young Man,貝里尼 Giovanni Bellini,1490,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini018.jpg,聖母和小孩 Madonna and Child,貝里尼 Giovanni Bellini,1480,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini019.jpg,聖母愛慕著熟睡的孩子 Madonna Adoring the Sleeping Child,貝里尼 Giovanni Bellini,1460,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini020.jpg,聖母子和聖者們 Madonna and Child with Saints,貝里尼 Giovanni Bellini,1510,蛋彩．木板 Tempera on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini021.jpg,一個年輕人的肖像 Portrait of a Young Man in Redc,貝里尼 Giovanni Bellini,1480,油彩．畫板 Tempera and oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini022.jpg,基督賜福 Christ Blessing,貝里尼 Giovanni Bellini,1500,蛋彩．畫板 Tempera on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini023.jpg,祖凡尼伊莫 Giovanni Emo,貝里尼 Giovanni Bellini,1475 - 80,油彩．畫板 Tempera and oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini024.jpg,威尼斯人畫像 Portrait of a Venetian Gentlemanc,貝里尼 Giovanni Bellini,1500,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini025.jpg,聖母子 Madonna and Child,貝里尼 Giovanni Bellini,1470,蛋彩．油墨．黃金．木板  Tempera. Oil. and gold on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini026.jpg,聖母子和聖者們 Madonna and Child with Saints,貝里尼 Giovanni Bellini,1490,油彩．畫板 Tempera and oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini027.jpg,聖母子 Madonna and Child,貝里尼 Giovanni Bellini,1480 - 85,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini028.jpg,西庇阿的生活軼事 An Episode from the Life of Publius Cornelius Scipio,貝里尼 Giovanni Bellini,1506,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini029.jpg,聖母子 Madonna and Child in a Landscape,貝里尼 Giovanni Bellini,1480 - 85,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini030.jpg,閱讀的聖傑羅姆 Saint Jerome Reading,貝里尼 Giovanni Bellini,1505,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini031.jpg,喬瓦尼．莫塞尼戈總督 Doge Giovanni Mocenigo,貝里尼 Giovanni Bellini,1478 - 85,蛋彩．楊木 tempera on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini032.jpg,聖母子與兩聖徒 The Virgin and Child between two Saints,貝里尼 Giovanni Bellini,1490,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini033.jpg,聖容顯現 Transfiguration of Christ,貝里尼 Giovanni Bellini,1480 - 85,油彩、木板 Oil on Wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini034.jpg,聖母和聖約翰托起已亡的基督 Dead Christ Supported by the Madonna,貝里尼 Giovanni Bellini,1460,油彩、木板 Oil on Wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini035.jpg,童年的酒神巴克斯 The Infant Bacchus,貝里尼 Giovanni Bellini,1505 - 10,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini036.jpg,寶座上的聖母和聖子及聖人 San Zaccaria Altarpiece,貝里尼 Giovanni Bellini,1505,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini037.jpg,聖母子 The Virgin and Child,貝里尼 Giovanni Bellini,1475,油彩．白楊木 Oil on poplar,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini038.jpg,聖母子 Madonna with Child,貝里尼 Giovanni Bellini,1465,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini039.jpg,聖母子與兩施主 Madonna with child and two donors,貝里尼 Giovanni Bellini,1460,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bellini040.jpg,聖約伯教堂祭壇 La Pala di San Giobbe,貝里尼 Giovanni Bellini,1487,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/133_01621949298.jpg,內華達山脈之中 Among the Sierra Nevada. California,比斯塔特 Albert Bierstadt,1868,油彩．畫布 Oil on Canvas,,,,,,,,,
